469937,Wrap Around Patio With City Lights & Mountain View,33.791858,-118.161654,"Signal Hill, CA, USA",15,4.9,96,,,,195,,30,3,1,1,condo,Yes,2013,Within 12 hours,100%,"June 7, 2017",condo,2,750,state,building,Long Beach
778365,Luxury Home In The Heart Of Manhattan Beach,33.89309019,-118.41278072,"Gas Lamp Section, Manhattan Beach, CA, USA",0,,,,,,,,180,8,4,3,house,Yes,2015,Within a day,90%,"July 7, 2016",house,,2500,8,,Long Beach,CA
1032152,Special Nightly Rates- $225.00 per night Mon-Thurs!,33.6285763,-117.9323135,"Newport Beach, CA, USA",0,,225,,,,,,2,4,2,2,condo,Yes,2006,Within an hour,,"June 9, 2017",condo,,1324,4,,Long Beach,CA
4431248ha,"Gem by the Sea, 3Bd/2Bth Beach Condo",,,"Huntington Beach, CA, USA",0,,349,249,,,100,,2,6,3,2,condo,No,2016,Within a day,100%,"June 4, 2017",condo,,,,,Long Beach,CA
110157,Ocean View Walk Street Cottage 4 Houses Off the Ocean!,,,"Sand Section, Manhattan Beach, CA, USA",3,,172,172,,,100,,7,2,1,1,house,Yes,2006,Within a few days,60%,"December 30, 2016",house,,,2,,Long Beach,CA
463897,Oceanfront Strand Beach Luxury beach house,33.901004,-118.419732,"El Porto, Manhattan Beach, CA, USA",5,,356,340,,,,,28,6,3,2,townhome,Yes,2011,Within a few days,80%,"May 12, 2017",townhome,,2700,6,,Long Beach,CA
4372337ha,Dolphin’s Cove Resort DISNEYLAND California! Sleep 6 July 8 - July 15 2017 (A),,,"Anaheim Resort, Anaheim, CA, USA",0,,,170,,,,,2,6,2,1,apartment,Yes,2017,,,"April 15, 2017",apartment,,,,,Long Beach,CA
3482148ha,Manhattan Beach Property,33.887941,-118.403749,"Tree Section (Manhattan Beach, CA, USA)",0,,,,,,,,6,6,3,3,house,Yes,2012,Within a few hours,90%,"December 24, 2012",house,,3300,6,,Long Beach,CA
873939,A 2b place to pamper yourself （Anaheim #1),,,"Platinum Triangle, Anaheim, CA, USA",1,,220,,,,,,2,4,2,2,apartment,Yes,2016,Within an hour,,"June 4, 2017",apartment,,,4,,Long Beach,CA
4534233ha,"Famous Newport Ship House - On the Bay,Walk to the Sand",33.620767,-117.936893,"Balboa Peninsula, Newport Beach, CA, USA",0,,700,,,,,,3,14,5,2,house,Yes,2005,Within an hour,,"June 9, 2017",house,,,14,,Long Beach,CA
972347,Newly renovated Duplex steps to the sand 3bd/3bath,33.6204116,-117.9386545,"Balboa Peninsula, Newport Beach, CA, USA",0,,499,499,,,150,10.0%,2,8,3,3,condo,Yes,2016,Within a few hours,90%,"May 26, 2017",condo,,,8,,Long Beach,CA
479114,Chic + Modern - Spectacular Ocean Views - Steps From The Beach,33.902006,-118.418649,"El Porto, Manhattan Beach, CA, USA",8,,714,,,,,10.0%,14,8,4,3,house,Yes,2013,Within an hour,100%,"May 24, 2017",house,,1600,8,,Long Beach,CA
4469454ha,Beautiful and Modern Living,,,"East Whitter, Whittier, CA, USA",0,,869,869,,,,,,2,1,1,house,No,2017,,,"February 28, 2017",house,,,,,Long Beach,CA
3497568ha,A unique and charming lower unit with a your very own grassy yard!  Incredible!,33.622206,-117.941351,"West Newport, Newport Beach, CA, USA",0,,357,,,,,,1,8,3,2,condo,Yes,2006,Within an hour,,"June 8, 2017",condo,1,1138,8,,Long Beach,CA
3944111ha,"Single Family Pool House ** 3 beds/2 bath ** Pool, Yard, Private **Wlk2Disney**",,,"Hermosa Village, Anaheim, CA, USA",19,4.8,167,,,,225,,30,10,3,2,house,Yes,2015,Within an hour,100%,"June 8, 2017",house,,1400,10,,Long Beach,CA
3497510ha,Oceanfront views in a fantastic upper unit without the oceanfront price!,33.614915,-117.934038,"Balboa Peninsula, Newport Beach, CA, USA",0,,,,,,,,1,8,3,2,condo,Yes,2006,Within an hour,,"June 2, 2017",condo,2,1423,8,,Long Beach,CA
1032813,Modern Townhome Steps to the Beach,33.892545,-118.412104,"Gas Lamp Section, Manhattan Beach, CA, USA",0,,333,333,,,250,,30,6,3,3,townhome,No,2009,Within a few days,70%,"May 20, 2017",townhome,,,,,Long Beach,CA
4343695ha,Perfectly located spacious upper unit in the heart of West Newport!,33.616475,-117.935305,"Balboa Peninsula, Newport Beach, CA, USA",0,,236,,,,,,3,6,2,1,condo,Yes,2006,Within an hour,,"June 8, 2017",condo,,,6,,Long Beach,CA
1069225,PET FRIENDLY BEACH HOUSE 1 BLOCK TO SAND WILL BE AVAILIBLE 6/4/17,33.6214231,-117.939342,"Balboa Peninsula, Newport Beach, CA, USA",0,,371,371,,,125,10.0%,5,10,3,2,house,Yes,2017,Within 12 hours,100%,"May 31, 2017",house,,1000,,,Long Beach,CA
619730,High End Luxurious 1 Bed/1ba Beach Condo With Ocean View Walk To Newport Beach,33.6238931,-117.9349709,"Newport Beach, CA, USA",4,,150,,,,,,60,2,1,1,condo,Yes,2014,Within a few days,80%,"May 19, 2017",condo,1,1000,2,building,Long Beach,CA
1074482,EasyBreezes!  Vacation to Remember** Grand Opening**Hot Deals**,33.823171,-117.933784,"Southwest Anaheim, Anaheim, CA, USA",0,,270,,,,,,3,9,3,2,house,Yes,2006,Within an hour,,"June 8, 2017",house,,1400,9,,Long Beach,CA
4469475ha,Beautiful room in Pasadena home,,,"East Whitter, Whittier, CA, USA",0,,871,871,,,,,,2,1,1,house,No,2017,,,"February 25, 2017",house,,,,,Long Beach,CA
4499453ha,On the Sand Family Vacation Location - 30 DAY MIN RENTAL - SUMMER OPEN!,33.622216,-117.942761,"Newport Beach, CA, USA",0,,356,,,,,,30,8,3,2,condo,Yes,2005,Within an hour,,"June 9, 2017",condo,,,8,,Long Beach,CA
4467013ha,15% OFF OPEN JUNE - Family Property W/ Patio Just 3 Houses from the Beach!,33.621229,-117.939648,"Balboa Peninsula, Newport Beach, CA, USA",0,,273,,,,,,3,6,2,1,house,Yes,2005,Within an hour,,"June 9, 2017",house,,,6,,Long Beach,CA
873945,Amazing 1b Condo Near Shopping Paradise,,,"South Coast Metro, CA, USA",0,,145,,,,,,2,2,1,1,apartment,Yes,2016,Within an hour,,"June 6, 2017",apartment,2,,2,,Long Beach,CA
891225,30+ Disneyland Vacation,33.788401,-117.9123187,"Anaheim Resort, Anaheim, CA, USA",0,,125,125,,,,,30,6,2,2,condo,No,2016,Within 12 hours,90%,"May 11, 2017",condo,,,,,Long Beach,CA
1036536,Be the First to Rent This Ocean View Condo Steps to the Surf,,,"El Porto, Manhattan Beach, CA, USA",0,,542,500,,,75,,7,5,2,2,condo,Yes,2014,,,"March 18, 2017",condo,2,1000,5,building,Long Beach,CA
3497538ha,Location! This lower unit is on the sand & just a few steps from the boardwalk!,33.61688759,-117.93613726,"Balboa Peninsula, Newport Beach, CA, USA",6,4.5,386,,,,,,3,6,2,2,condo,Yes,2006,Within an hour,,"June 4, 2017",condo,1,948,6,,Long Beach,CA
1022495,"Luxury Condo, 3 Min Walk To The Beach, Newly Designer Renovated!",,,"El Porto, Manhattan Beach, CA, USA",0,,208,225,,,99,,29,3,1,1,condo,Yes,2016,,,"April 11, 2017",condo,1,,,building,Long Beach,CA
1042810,★3bed/1bath Cute House Walk to Shopping & Dining★ Full Kitchen Large Back Patio★,,,"Westchester, Los Angeles, CA, USA",0,,208,200,,,100,14.0%,3,8,3,1,house,Yes,2017,Within 2 days,87%,"June 8, 2017",house,,1016,,,Long Beach,CA
3685961ha,Cheery and bright upper unit is perfect for a summer getaway! Just steps,33.622206,-117.941351,"West Newport, Newport Beach, CA, USA",3,,229,,,,,,1,8,3,2,condo,Yes,2006,Within an hour,,"June 8, 2017",condo,2,1224,8,,Long Beach,CA
1069682,"Pets Friendly Family Beach House, With View of Ocean and Just 1 Blk to the Sand",33.6214231,-117.939342,"Balboa Peninsula, Newport Beach, CA, USA",0,,,371,,,250,10.0%,5,8,3,2,house,Yes,2017,,,"May 31, 2017",house,,1000,,,Long Beach,CA
1014273,"Alluring Newport Beach-house Beauty, Just Steps To The Beach.",,,"Balboa Peninsula, Newport Beach, CA, USA",2,,567,567,,,175,8.0%,3,6,2,2,house,No,2016,,,"June 3, 2017",house,,,,,Long Beach,CA
607738,Ideal Centrally Located Condo In South Coast Metro,33.681226,-117.887538,"Costa Mesa, CA, USA",10,4.6,120,,,,120,,30,6,2,2,condo,Yes,2014,Within 12 hours,100%,"June 7, 2017",condo,1,982,6,,Long Beach,CA
124620,213 El Porto Street-Ocean View ( 'One Block to Beach'),33.90244675,-118.41920471,"El Porto, Manhattan Beach, CA, USA",13,,350,350,,,150,,7,6,2,2,apartment,Yes,2007,Within a few days,70%,"April 11, 2017",apartment,2,1000,6,building,Long Beach,CA
4567376ha,"Bright beautiful 1br condo, located in Culver City",33.9831396,-118.3827507,"Fox Hills, Culver City, CA, USA",0,,93,101,,,60,12.0%,,3,1,1,condo,Yes,2017,,,"June 9, 2017",condo,2,745,,,Long Beach,CA
968601ha,Great Upper Level Beach Cottage! Oceanfront with Beautiful Views! (68145),33.617332,-117.936569,"Balboa Peninsula, Newport Beach, CA, USA",20,,245,,,,,,7,4,2,1,house,Yes,2008,Within a day,,"June 9, 2017",house,,,4,,Long Beach,CA
1036370,Spectacular Bayfront Home on Newport Island,33.619375,-117.93221,"Balboa Peninsula, Newport Beach, CA, USA",0,,895,,,,,,3,10,4,4,house,Yes,2004,Within a day,,"June 9, 2017",house,,,10,,Long Beach,CA
1087159,"Bright beautiful 1br condo, located in Culver City",,,"Fox Hills, Culver City, CA, USA",0,,93,101,,,80,12.0%,,3,1,1,condo,Yes,2017,,,"June 9, 2017",condo,2,745,,building,Long Beach,CA
1039500,Fabulous 3 bed Newport Beach - 150 Yards to Ocean - Patio w BBQ - Garage - WiFi,33.6209096,-117.9383961,"Balboa Peninsula, Newport Beach, CA, USA",0,,300,285,315,,180,10.0%,2,8,3,2,condo,Yes,2015,,,"June 8, 2017",condo,1,1500,,house,Long Beach,CA
4134799ha,Lax Unit Close to Beaches and Family Friendly,33.9569489,-118.3825571,"South Los Angeles, Los Angeles, CA, USA",0,,90,100,,,,14.0%,2,4,1,1,apartment,No,2016,Within 2 days,80%,"May 5, 2017",apartment,,,4,,Long Beach,CA
1039526,Vacation Home for 3-day Week-end at Disneyland California: Worldmark Resort,,,"Anaheim Resort, Anaheim, CA, USA",0,,440,440,,,75,,3,6,2,2,condo,No,2017,,,"March 23, 2017",condo,,,,,Long Beach,CA
873931,2b Townhouse Near South Coast Plaza,,,"South Coast Metro, CA, USA",0,,,,,,,,,5,2,2,townhome,Yes,2016,Within an hour,,"December 1, 2016",townhome,,,5,,Long Beach,CA
3497543ha,Charming traditional Newport Beach cottage!,33.61666216,-117.9358071,"Balboa Peninsula, Newport Beach, CA, USA",5,4.2,425,,,,,,3,8,2,2,cottage,Yes,2006,Within an hour,,"June 2, 2017",cottage,,1075,8,,Long Beach,CA
713252,2 Bedroom Beautiful Dolphin's Cove - Anaheim's Premiere Family Resort,,,"Anaheim Resort, Anaheim, CA, USA",0,,229,230,,,75,,7,6,2,1,condo,Yes,2015,Within an hour,100%,"May 31, 2017",condo,,,6,building,Long Beach,CA
873943,Perfect 2B Place To Pamper Yourself,,,"Platinum Triangle, Anaheim, CA, USA",8,3.3,,,,,,,2,5,2,2,apartment,Yes,2016,Within an hour,,"February 13, 2017",apartment,2,,5,,Long Beach,CA
461634,A Magical Place ~ The Anaheim House ~ New Listing,33.8367549,-117.902578,"Anaheim Colony Historic District, Anaheim, CA, USA",16,4.5,133,,,,150,,30,10,4,2,house,Yes,2013,Within 12 hours,100%,"June 3, 2017",house,,1942,,,Long Beach,CA
968604ha,Upper Level Beach House on The Boardwalk! Great Views! (68148),33.615856,-117.935173,"Balboa Peninsula, Newport Beach, CA, USA",35,4.6,237,,,,,,7,4,2,1,house,Yes,2008,Within a day,,"June 9, 2017",house,,,4,,Long Beach,CA
4211178ha,Manhattan Beach Villa,,,"Sand Section, Manhattan Beach, CA, USA",0,,,,,,,,30,6,3,3,villa,No,2011,Within an hour,,"June 9, 2017",villa,,,6,,Long Beach,CA
4469435ha,One Bedroom near The Grove,,,"East Whitter, Whittier, CA, USA",0,,839,839,,,,,,2,1,1,house,No,2017,,,"February 24, 2017",house,,,,,Long Beach,CA
1045734,Short Walk To Disneyland ~ WorldMark Anaheim,33.8037605,-117.9086151,"Anaheim Resort, Anaheim, CA, USA",0,,240,240,,,,0.81%,4,4,1,1,condo,Yes,2017,,,"April 17, 2017",condo,,,,building,Long Beach,CA
4436311ha,Dolphin’s Cove Resort DISNEYLAND California! Sleep 6 July 8 - July 15 2017 (B),,,"Anaheim Resort, Anaheim, CA, USA",0,,,170,,,,,7,6,2,1,apartment,Yes,2017,,,"April 15, 2017",apartment,,,,,Long Beach,CA
4469451ha,Downtown: Hotel Inspired Experience,,,"Whittier, CA, USA",0,,855,855,,,,,,2,1,1,house,No,2017,,,"February 24, 2017",house,,,,,Long Beach,CA
1089891,Two-Story Single-Family Beachside Vacation Retreat,33.629428,-117.955537,"Newport Beach, CA, USA",0,,479,,,,,,0,8,3,2,house,No,2004,Within a day,,"June 8, 2017",house,,,,,Long Beach,CA
1060520,Clean Modern Studio Minutes from LAX and the Beach,,,"Park Mesa Heights, Los Angeles, CA, USA",0,,125,125,,,65,9.25%,2,4,1,1,apartment,No,2017,,,"June 3, 2017",apartment,,,,,Long Beach,CA
1090536,Newport Beach Getaway - Enjoy a Prime Location without the hassle!,,,"Newport Shores, Newport Beach, CA, USA",0,,292,286,,,400,10.0%,30,6,3,2,house,Yes,2017,,,"May 31, 2017",house,,1573,,,Long Beach,CA
4470060ha,CandeX5 Vacation Home Just Minutes2disney/Convention Knotts,,,"Fullerton, CA, USA",0,,336,325,339,,285,15.0%,3,12,5,2,house,No,2009,Within 2 days,100%,"May 24, 2017",house,,,,,Long Beach,CA
4367538ha,"7 Bedroom Compound, Sleeps 18, 2 Jacuzzi's, Rooftop deck & Ocean Views!!",33.61285,-117.931127,"Balboa Peninsula, Newport Beach, CA, USA",0,,,,,,,,4,18,7,6,condo,Yes,2005,Within an hour,,"June 9, 2017",condo,,,18,,Long Beach,CA
1071474,Brand New Listing!!! Beautiful 5 Bedroom Beach House With Summer Availability!,33.617527,-117.936148,"Balboa Peninsula, Newport Beach, CA, USA",0,,,750,,,375,10.0%,3,10,5,3,house,Yes,2014,Within an hour,100%,"June 5, 2017",house,,3000,,,Long Beach,CA
4543115ha,Perfect condo at WorldMark Anaheim - Walking distance to Disneyland,,,"Anaheim Resort, Anaheim, CA, USA",0,,215,225,,,175,,3,6,2,2,condo,Yes,2017,,,"May 10, 2017",condo,,,,,Long Beach,CA
3912608ha,Lovely home near LAX airport,33.964025,-118.382673,"South Los Angeles, Los Angeles, CA, USA",0,,229,250,,,100,6.0%,4,6,2,2,house,No,2013,Within an hour,100%,"May 13, 2017",house,,,6,,Long Beach,CA
1067037,1600 Square Foot Bottom Unit In Duplex Only 3 Houses From Sand With Ac & Parking,,,"West Newport, Newport Beach, CA, USA",0,,610,500,,,225,10.0%,2,8,3,3,condo,No,2017,Within an hour,100%,"June 8, 2017",condo,,,,,Long Beach,CA
1081759,"Fantastic House, Fantastic Deal For The Right Family or Couple",,,"Newport Shores, Newport Beach, CA, USA",0,,350,350,,,,10.0%,31,8,3,4,house,Yes,2017,,,"May 24, 2017",house,,2000,,,Long Beach,CA
4367402ha,Los Angeles LAX Apartments. Double room with 2 full beds. Shared kitchen,,,"South Los Angeles, Los Angeles, CA, USA",0,,90,90,,,10,15.5%,,4,1,1,apartment,No,2016,Within a few days,11%,"January 23, 2017",apartment,,,,,Long Beach,CA
1069204,Newport Beach's Finest (2 blocks from sand)!,33.6290724,-117.9528322,"Newport Shores, Newport Beach, CA, USA",0,,475,350,,,150,,3,8,3,2,house,No,2017,,,"May 11, 2017",house,,,,,Long Beach,CA
4011794ha,Romantic & Luxury Disney Princess House.,33.8282785,-117.88341612,"Southeast Anaheim, Anaheim, CA, USA",0,,413,,,,,,2,12,4,3,villa,Yes,2013,,,"April 10, 2017",villa,,2780,12,,Long Beach,CA
4479437ha,3 Bedroom Comfortable LA Home,,,"South Los Angeles, Los Angeles, CA, USA",0,,250,250,,,75,14.0%,2,6,3,1,apartment,Yes,2017,Within a few days,56%,"March 23, 2017",apartment,,,,,Long Beach,CA
873923,Amazing 2b Condo with Great Facilities,,,"South Coast Metro, CA, USA",0,,,,,,,,,5,2,2,townhome,Yes,2016,Within an hour,,"December 1, 2016",townhome,,,5,,Long Beach,CA
4552003ha,Luxury Resort Condos Steps Away From Disneyland w/ Resort Pool & WiFi    - One Bedroom Suite WVR,33.804801,-117.907295,"Anaheim Resort, Anaheim, CA, USA",0,,144,,,,,,2,2,1,1,apartment,Yes,2016,Within an hour,,"June 9, 2017",apartment,,,2,,Long Beach,CA
913170,Ultimate in Convenient Los Angeles Location. Citadel Outlet Shopping,34.01566501,-118.12914294,"South Montebello, Commerce, CA, USA",0,,350,350,,,150,,2,9,3,2,apartment,No,2016,Within a few days,80%,"June 7, 2017",apartment,,,,,Long Beach,CA
4486406ha,At Dolphin Cove Disney Land Is At Your Doorstep!,,,"Anaheim Resort, Anaheim, CA, USA",0,,140,,,,,,3,4,1,1,condo,Yes,2016,Within an hour,,"June 8, 2017",condo,,,4,,Long Beach,CA
1084668,Private Guesthouse near LAX and Beaches,,,"Westchester, Los Angeles, CA, USA",0,,100,100,,,25,14.0%,2,3,1,1,guest house,Yes,2017,,,"June 8, 2017",guest house,,400,,,Long Beach,CA
899615,"Family Friendly Beach Bungalow, Located Upstairs On Our Property.  1 Blk To Bch",33.62025946,-117.93685238,"Balboa Peninsula, Newport Beach, CA, USA",0,,195,200,220,,90,,,4,Studio,1,bungalow,Yes,2016,Within an hour,100%,"June 2, 2017",bungalow,,700,4,house,Long Beach,CA
947031,LAX ZEN EXECUTIVE WORK / SLEEP SPACE,,,"Del Aire, CA, USA",0,,100,100,,,25,9.0%,3,2,1,1,bungalow,No,2016,Within a few days,20%,"February 10, 2017",bungalow,,,,,Long Beach,CA
1037742,Bottom Unit In Duplex One House From Sand!,,,"Newport Beach, CA, USA",0,,390,325,,,200,10.0%,2,6,2,2,condo,No,2017,,,"June 8, 2017",condo,,,,,Long Beach,CA
4517404ha,CASA VALENTINA-Beautiful villa,,,"Whittier, CA, USA",0,,,3,,,200,3.0%,,12,6,6,house,No,2017,Within a few hours,87%,"June 7, 2017",house,,,,,Long Beach,CA
1062089,Great value for the location steps away from the sand!,33.626984,-117.951448,"Newport Beach, CA, USA",1,,194,,,,,,7,8,3,1,house,No,2009,Within an hour,,"June 1, 2017",house,,,8,,Long Beach,CA
968652ha,Spacious Oceanfront Single Family Home! 2 Patios & Fantastic Views! (68188),33.626446,-117.950897,"Newport Beach, CA, USA",18,4.3,929,,,,,,7,8,3,3,house,Yes,2008,Within a day,,"June 9, 2017",house,,,8,,Long Beach,CA
4344604ha,Newport Beach Luxury Ocean Front Home in the Sand  **SAVINGS ON SELECT WEEKS**,33.61764832,-117.93690388,"Balboa Peninsula, Newport Beach, CA, USA",0,,,,,,375,10.0%,3,8,3,2,house,Yes,2017,Within 12 hours,100%,"June 3, 2017",house,,2247,,,Long Beach,CA
1037687,Top Unit in Duplex One House From The Sand!,,,"Newport Beach, CA, USA",0,,750,650,750,,250,10.0%,2,10,4,3,condo,No,2017,,,"June 8, 2017",condo,,,,,Long Beach,CA
4490263ha,Anaheim Resort Near Disney  Land!,,,"Anaheim Resort, Anaheim, CA, USA",0,,200,,,,,,3,4,1,1,condo,Yes,2016,Within an hour,,"June 8, 2017",condo,,,4,,Long Beach,CA
4490264ha,Spacious 2 Bedroom At Anehim Near Disney!,,,"Anaheim Resort, Anaheim, CA, USA",0,,240,,,,,,3,6,2,2,condo,Yes,2016,Within an hour,,"June 9, 2017",condo,,,6,,Long Beach,CA
265552,Lido Isle Home just Next door to Balboa Island,33.61891,-117.92895,"Balboa Peninsula, Newport Beach, CA, USA",0,,253,,,,,10.0%,30,9,3,2,house,No,2009,,,"February 26, 2017",house,,,9,,Long Beach,CA
489298,Waterfront 4 Br/4 Ba Luxury Home-bikes-w/d-a/ C- BBQ- Privacy- Garage- Wifi,33.6209985,-117.9360652,"Newport Beach, CA, USA",0,,430,,,,300,,31,8,4,4,house,Yes,2011,Within a few days,60%,"May 11, 2017",house,,2700,8,,Long Beach,CA
3497584ha,Spectacular oceanfront upper unit with amazing views from awesome roof top deck!,33.622853,-117.943913,"Newport Beach, CA, USA",1,,600,,,,,,1,8,3,2,condo,Yes,2006,Within an hour,,"June 8, 2017",condo,2,1224,8,,Long Beach,CA
968579ha,Sweet Newport Lower Unit Duplex! 1 House to Sand! Spacious Patio! (68126),33.619281,-117.938201,"Balboa Peninsula, Newport Beach, CA, USA",31,4.6,342,,,,,,2,4,2,2,house,Yes,2008,Within a day,,"June 9, 2017",house,,,4,,Long Beach,CA
718630,Breezy Beach Front Luxury Living Newport beach,33.621936,-117.942274,"Newport Beach, CA, USA",0,,,,,,400,10.0%,7,10,4,3,house,Yes,2006,Within a day,90%,"June 8, 2017",house,,,10,,Long Beach,CA
282225,"Newport Beach Vacation Home on the Sand. You rent the entire home, one of a kind",33.6233902,-117.94490051,"Newport Beach, CA, USA",0,,989,,,,,,30,9,3,3,house,Yes,2010,Within a few days,60%,"May 10, 2017",house,,1500,9,,Long Beach,CA
971111,"10 Minutes from LAX, Freeways & Beach - Easy Access to all that LA has to offer!",,,"Westchester, Los Angeles, CA, USA",0,,295,295,,,100,,3,6,2,2,house,Yes,2016,Within 2 days,100%,"December 10, 2016",house,,1400,,,Long Beach,CA
745278,"NEW LISTING. BE THE FIRST TO ENJOY ""Your Dream Vacation By The Pacific Coast""",33.641364,-117.943119,"Westside Costa Mesa, Costa Mesa, CA, USA",1,,350,,,,,,14,6,3,2,house,Yes,2015,Within a few days,30%,"August 12, 2016",house,,2100,6,,Long Beach,CA
1090239,"Luxurious property, meticulously designed with loads of amenities",,,"East Side Costa Mesa, Costa Mesa, CA, USA",0,,750,750,,,,,4,6,3,2,house,Yes,2017,,,"June 3, 2017",house,,2650,,,Long Beach,CA
982152,Fully Remodeled Beach House,,,"Balboa Peninsula, Newport Beach, CA, USA",0,,500,500,,,200,10.0%,7,8,3,2,house,No,2016,,,"December 24, 2016",house,,,,,Long Beach,CA
4499452ha,"On the Sand Family Vacation Location - New Listing, Summer Available!",33.622216,-117.942761,"Newport Beach, CA, USA",0,,328,,,,,,30,6,2,1,condo,Yes,2005,Within an hour,,"June 9, 2017",condo,,,6,,Long Beach,CA
4457382ha,Nicely Appointed Lower Unit! Steps to the Beach! (68291),33.622716,-117.943016,"Newport Beach, CA, USA",0,,,,,,,,2,4,2,1,house,Yes,2008,Within a day,,"June 9, 2017",house,,,4,,Long Beach,CA
4476830ha,"Large Oceanfront Home - Beach Front Patio with Hot Tub, Panoramic Views!",33.620947,-117.940592,"Balboa Peninsula, Newport Beach, CA, USA",0,,,,,,,,7,10,4,5,house,Yes,2008,Within a day,,"June 9, 2017",house,,,10,,Long Beach,CA
1091081,Prime Newport Rear Vacation Studio - Year Round Availability and AC!,33.617134,-117.935043,"Balboa Peninsula, Newport Beach, CA, USA",0,,184,,,,,,0,2,Studio,1,studio,No,2004,Within a day,,"June 8, 2017",studio,,,,,Long Beach,CA
3497516ha,Lovely newly-remodeled upper unit with amazing balcony for grilling & chilling,33.616024,-117.934763,"Balboa Peninsula, Newport Beach, CA, USA",3,,443,,,,,,1,10,4,2,condo,Yes,2006,Within an hour,,"June 8, 2017",condo,2,1474,10,,Long Beach,CA
4558048ha,Oceanfront Bliss! 3 Bedroom/ 2 Bathroom Newport Beachfront Upper Unit,33.618709,-117.937926,"Balboa Peninsula, Newport Beach, CA, USA",0,,467,,,,,,3,8,3,2,house,Yes,2005,Within an hour,,"June 9, 2017",house,,1100,8,,Long Beach,CA
